"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E01386","CSG-E01387","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(115.787875 39.701729, 115.7856902 39.6992131, 115.783469 39.701697)"
"CSG-E01387","CSG-E01388","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(115.783469 39.701697, 115.7805926 39.7032645, 115.779521 39.700169)"
"CSG-E01388","CSG-E01389","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(115.779521 39.700169, 115.7789142 39.6969741, 115.775883 39.698152)"
"CSG-E01389","CSG-E01390","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(115.775883 39.698152, 115.7727246 39.6986312, 115.772968 39.695446)"
"CSG-E01390","CSG-E01391","CSG-Ring","Up","10G","Fiber","Ring","Access","38%","LINESTRING(115.772968 39.695446, 115.7746622 39.6928709, 115.771684 39.692076)"
"ASG-008","CSG-E01380","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","45%","LINESTRING(115.806166 39.70964, 115.8024486 39.7005752, 115.805362 39.691221)"
"ASG-008","CSG-E01391","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","52%","LINESTRING(115.806166 39.70964, 115.7920865 39.6946512, 115.771684 39.692076)"
"CSG-E01392","CSG-E01393","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(116.79203 40.055319, 116.7904895 40.0576825, 116.789427 40.055069)"
"CSG-E01393","CSG-E01394","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(116.789427 40.055069, 116.7905635 40.0525944, 116.787983 40.053464)"
"CSG-E01394","CSG-E01395","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.787983 40.053464, 116.7855838 40.0521894, 116.788166 40.051345)"
"CSG-E01395","CSG-E01396","CSG-Ring","Down","10G","Fiber","Ring","Access","80%","LINESTRING(116.788166 40.051345, 116.7884009 40.0485822, 116.786099 40.050128)"
"CSG-E01396","CSG-E01397","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(116.786099 40.050128, 116.7842506 40.0481794, 116.786931 40.04835)"
"CSG-E01397","CSG-E01398","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(116.786931 40.04835, 116.7885341 40.0461415, 116.785824 40.046462)"
"CSG-E01398","CSG-E01399","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(116.785824 40.046462, 116.7838319 40.0446597, 116.786518 40.044622)"
"CSG-E01399","CSG-E01400","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(116.786518 40.044622, 116.788813 40.0461459, 116.78849 40.04341)"
"CSG-E01400","CSG-E01401","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(116.78849 40.04341, 116.788044 40.0407258, 116.790298 40.04225)"
"CSG-E01401","CSG-E01402","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(116.790298 40.04225, 116.7917678 40.0445937, 116.792651 40.041972)"
"CSG-E01402","CSG-E01403","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(116.792651 40.041972, 116.7930238 40.039269, 116.794755 40.041378)"
"ASG-096","CSG-E01392","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","60%","LINESTRING(116.834737 40.055699, 116.8134519 40.0478217, 116.79203 40.055319)"
"ASG-096","CSG-E01403","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","67%","LINESTRING(116.834737 40.055699, 116.8121682 40.0557353, 116.794755 40.041378)"
"CSG-E01404","CSG-E01405","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.020853 39.704884, 116.0189196 39.7030655, 116.019266 39.705697)"
"CSG-E01405","CSG-E01406","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","81%","LINESTRING(116.019266 39.705697, 116.0197554 39.7084066, 116.017376 39.707021)"
"CSG-E01406","CSG-E01407","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.017376 39.707021, 116.0175866 39.7042908, 116.015412 39.705955)"
"CSG-E01407","CSG-E01408","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.015412 39.705955, 116.0132833 39.7075592, 116.013856 39.704956)"
"CSG-E01408","CSG-E01409","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.013856 39.704956, 116.0146512 39.7024495, 116.012531 39.704005)"
"CSG-E01409","CSG-E01410","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.012531 39.704005, 116.0107841 39.7060142, 116.01082 39.703352)"
"CSG-E01410","CSG-E01411","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.01082 39.703352, 116.0106318 39.7006101, 116.008683 39.702548)"
"CSG-E01411","CSG-E01412","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.008683 39.702548, 116.0064472 39.7011088, 116.009086 39.700782)"
"CSG-E01412","CSG-E01413","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.009086 39.700782, 116.0103693 39.6984326, 116.007845 39.699324)"
"CSG-E01413","CSG-E01414","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.007845 39.699324, 116.0054387 39.6982543, 116.008008 39.697677)"
"CSG-E01414","CSG-E01415","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.008008 39.697677, 116.0101236 39.6995197, 116.01037 39.696725)"
"CSG-E01415","CSG-E01416","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.01037 39.696725, 116.0078244 39.6959808, 116.010271 39.694957)"
"ASG-005","CSG-E01404","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","82%","LINESTRING(116.046037 39.702081, 116.0329405 39.6989494, 116.020853 39.704884)"
"ASG-005","CSG-E01416","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","89%","LINESTRING(116.046037 39.702081, 116.0268717 39.7049569, 116.010271 39.694957)"
"CSG-E01417","CSG-E01418","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(115.959824 40.061935, 115.963367 40.0627649, 115.964394 40.059274)"
"CSG-E01418","CSG-E01419","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(115.964394 40.059274, 115.9630146 40.0559321, 115.966293 40.054408)"
"CSG-E01419","CSG-E01420","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(115.966293 40.054408, 115.9695771 40.0566089, 115.972391 40.053832)"
"CSG-E01420","CSG-E01421","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(115.972391 40.053832, 115.9757998 40.0521508, 115.977925 40.055302)"
"CSG-E01421","CSG-E01422","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(115.977925 40.055302, 115.9817546 40.0564771, 115.983747 40.053002)"
"CSG-E01422","CSG-E01423","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(115.983747 40.053002, 115.987191 40.0509456, 115.989964 40.053844)"
"CSG-E01423","CSG-E01424","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(115.989964 40.053844, 115.990507 40.057534, 115.994233 40.057368)"
"CSG-E01424","CSG-E01425","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(115.994233 40.057368, 115.9969185 40.059667, 115.994619 40.062352)"
"CSG-E01425","CSG-E01426","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(115.994619 40.062352, 115.9922132 40.0644526, 115.994802 40.066323)"
"ASG-023","CSG-E01417","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","83%","LINESTRING(115.925705 40.054956, 115.9440207 40.0523041, 115.959824 40.061935)"
"ASG-023","CSG-E01426","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","90%","LINESTRING(115.925705 40.054956, 115.9582074 40.073077, 115.994802 40.066323)"
"CSG-E01427","CSG-E01428","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.601032 40.319702, 116.5983904 40.31943, 116.600604 40.317963)"
"CSG-E01428","CSG-E01429","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.600604 40.317963, 116.6026027 40.3161841, 116.599927 40.31618)"
"CSG-E01429","CSG-E01430","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(116.599927 40.31618, 116.5970307 40.3167601, 116.597761 40.313898)"
"CSG-E01430","CSG-E01431","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(116.597761 40.313898, 116.6003429 40.3156908, 116.601387 40.312726)"
"CSG-E01431","CSG-E01432","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(116.601387 40.312726, 116.5995905 40.3107405, 116.602254 40.311015)"
"CSG-E01432","CSG-E01433","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.602254 40.311015, 116.6049583 40.3105883, 116.602835 40.30886)"
"CSG-E01433","CSG-E01434","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.602835 40.30886, 116.6039226 40.3061864, 116.605693 40.308466)"
"CSG-E01434","CSG-E01435","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.605693 40.308466, 116.6075793 40.3104731, 116.607887 40.307736)"
"CSG-E01435","CSG-E01436","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.607887 40.307736, 116.6070588 40.3050397, 116.609745 40.3059)"
"CSG-E01436","CSG-E01437","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","84%","LINESTRING(116.609745 40.3059, 116.610756 40.3085586, 116.612434 40.306262)"
"CSG-E01437","CSG-E01438","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(116.612434 40.306262, 116.6131113 40.3034837, 116.615112 40.305527)"
"CSG-E01438","CSG-E01439","CSG-Ring","Down","10G","Fiber","Ring","Access","22%","LINESTRING(116.615112 40.305527, 116.6169589 40.3078069, 116.618158 40.305129)"
"CSG-E01439","CSG-E01440","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.618158 40.305129, 116.6210628 40.3058261, 116.61926 40.308208)"
"CSG-E01440","CSG-E01441","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.61926 40.308208, 116.6218099 40.3102079, 116.623288 40.307324)"
"CSG-E01441","CSG-E01442","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.623288 40.307324, 116.6258634 40.3061757, 116.625332 40.308945)"
"ASG-080","CSG-E01427","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","50%","LINESTRING(116.654196 40.323168, 116.6282379 40.3118655, 116.601032 40.319702)"
"ASG-080","CSG-E01442","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","57%","LINESTRING(116.654196 40.323168, 116.6372039 40.321252, 116.625332 40.308945)"
"CSG-E01443","CSG-E01444","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.007351 39.882434, 116.004142 39.8815376, 116.003657 39.884834)"
"CSG-E01444","CSG-E01445","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.003657 39.884834, 116.0046881 39.8877585, 116.001589 39.887865)"
"CSG-E01445","CSG-E01446","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.001589 39.887865, 115.9989539 39.8856863, 115.996963 39.888466)"
"CSG-E01446","CSG-E01447","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","85%","LINESTRING(115.996963 39.888466, 115.9947263 39.8908317, 115.9928 39.888207)"
"CSG-E01447","CSG-E01448","CSG-Ring","Up","10G","Fiber","Ring","Access","92%","LINESTRING(115.9928 39.888207, 115.9896791 39.8873007, 115.989361 39.890535)"
"CSG-E01448","CSG-E01449","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(115.989361 39.890535, 115.9871029 39.8928576, 115.985255 39.890197)"
"CSG-E01449","CSG-E01450","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(115.985255 39.890197, 115.9842285 39.8871814, 115.981533 39.888879)"
"CSG-E01450","CSG-E01451","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(115.981533 39.888879, 115.9786349 39.8899612, 115.978492 39.886871)"
"CSG-E01451","CSG-E01452","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(115.978492 39.886871, 115.9791774 39.8839481, 115.976217 39.884447)"
"CSG-E01452","CSG-E01453","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(115.976217 39.884447, 115.9732284 39.8854298, 115.973066 39.882288)"
"CSG-E01453","CSG-E01454","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(115.973066 39.882288, 115.9754106 39.8804778, 115.972776 39.879124)"
"ASG-031","CSG-E01443","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","65%","LINESTRING(116.019399 39.899281, 116.0103425 39.8930261, 116.007351 39.882434)"
"ASG-031","CSG-E01454","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","72%","LINESTRING(116.019399 39.899281, 115.9997158 39.8808104, 115.972776 39.879124)"
"CSG-E01455","CSG-E01456","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(115.917473 39.996122, 115.9164627 39.9926223, 115.919898 39.991411)"
"CSG-E01456","CSG-E01457","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","86%","LINESTRING(115.919898 39.991411, 115.9235511 39.9935245, 115.926658 39.990668)"
"CSG-E01457","CSG-E01458","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(115.926658 39.990668, 115.9284106 39.9872247, 115.932093 39.988394)"
"CSG-E01458","CSG-E01459","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(115.932093 39.988394, 115.9332907 39.9920633, 115.937105 39.991472)"
"CSG-E01459","CSG-E01460","CSG-Ring","Down","10G","Fiber","Ring","Access","31%","LINESTRING(115.937105 39.991472, 115.9403538 39.989867, 115.942113 39.993035)"
"CSG-E01460","CSG-E01461","CSG-Ring","Up","10G","Fiber","Ring","Access","38%","LINESTRING(115.942113 39.993035, 115.9424924 39.9965815, 115.946045 39.996264)"
"ASG-054","CSG-E01455","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","45%","LINESTRING(115.942978 39.983021, 115.9325837 39.9941624, 115.917473 39.996122)"
"ASG-023","CSG-E01461","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","52%","LINESTRING(115.925705 40.054956, 115.9464396 40.0292712, 115.946045 39.996264)"
"CSG-E01462","CSG-E01463","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(116.259787 40.318043, 116.2613981 40.3154006, 116.263423 40.317741)"
"CSG-E01463","CSG-E01464","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(116.263423 40.317741, 116.2656362 40.3196584, 116.266328 40.316813)"
"CSG-E01464","CSG-E01465","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.266328 40.316813, 116.266637 40.3136637, 116.269611 40.314745)"
"CSG-E01465","CSG-E01466","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(116.269611 40.314745, 116.2720623 40.3169023, 116.273765 40.314116)"
"CSG-E01466","CSG-E01467","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","87%","LINESTRING(116.273765 40.314116, 116.2768859 40.3153078, 116.275328 40.318263)"
"CSG-E01467","CSG-E01468","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(116.275328 40.318263, 116.2773385 40.3208132, 116.279472 40.318365)"
"CSG-E01468","CSG-E01469","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(116.279472 40.318365, 116.28228 40.3171408, 116.282502 40.320196)"
"CSG-E01469","CSG-E01470","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(116.282502 40.320196, 116.2814799 40.3229973, 116.284455 40.322795)"
"CSG-E01470","CSG-E01471","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(116.284455 40.322795, 116.286671 40.3247175, 116.283954 40.325824)"
"CSG-E01471","CSG-E01472","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(116.283954 40.325824, 116.2815331 40.327369, 116.284105 40.328647)"
"CSG-E01472","CSG-E01473","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(116.284105 40.328647, 116.2861438 40.3307059, 116.283351 40.331478)"
"ASG-098","CSG-E01462","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","60%","LINESTRING(116.289309 40.358896, 116.2819015 40.3331555, 116.259787 40.318043)"
"ASG-098","CSG-E01473","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","67%","LINESTRING(116.289309 40.358896, 116.2813948 40.3462594, 116.283351 40.331478)"
"CSG-E01474","CSG-E01475","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.279958 40.266976, 116.2761822 40.2653991, 116.2737 40.268652)"
"CSG-E01475","CSG-E01476","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.2737 40.268652, 116.2713131 40.2722112, 116.267178 40.271086)"
"CSG-E01476","CSG-E01477","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","88%","LINESTRING(116.267178 40.271086, 116.2645285 40.2676885, 116.260452 40.269083)"
"CSG-E01477","CSG-E01478","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.260452 40.269083, 116.2564964 40.269097, 116.255687 40.265225)"
"CSG-E01478","CSG-E01479","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.255687 40.265225, 116.2549392 40.2612766, 116.250924 40.261113)"
"CSG-E01479","CSG-E01480","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.250924 40.261113, 116.2481818 40.2585678, 116.250419 40.255569)"
"ASG-112","CSG-E01474","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","40%","LINESTRING(116.25723 40.261268, 116.2675666 40.268213, 116.279958 40.266976)"
"ASG-112","CSG-E01480","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","47%","LINESTRING(116.25723 40.261268, 116.2522202 40.2603358, 116.250419 40.255569)"
"CSG-E01481","CSG-E01482","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.745411 40.180858, 116.7446175 40.1834638, 116.74706 40.182258)"
"CSG-E01482","CSG-E01483","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.74706 40.182258, 116.7497436 40.1812924, 116.749118 40.184075)"
"CSG-E01483","CSG-E01484","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.749118 40.184075, 116.7464791 40.1846641, 116.748767 40.186105)"
"CSG-E01484","CSG-E01485","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.748767 40.186105, 116.7485362 40.1890011, 116.746108 40.187406)"
"CSG-E01485","CSG-E01486","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.746108 40.187406, 116.7434538 40.1878322, 116.745682 40.189336)"
"CSG-E01486","CSG-E01487","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","89%","LINESTRING(116.745682 40.189336, 116.7456251 40.1921049, 116.74351 40.190317)"
"CSG-E01487","CSG-E01488","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.74351 40.190317, 116.7408459 40.189713, 116.742199 40.192086)"
"CSG-E01488","CSG-E01489","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.742199 40.192086, 116.7398344 40.193946, 116.739016 40.191051)"
"CSG-E01489","CSG-E01490","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.739016 40.191051, 116.7372109 40.1890462, 116.73711 40.191742)"
"CSG-E01490","CSG-E01491","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.73711 40.191742, 116.7373571 40.1945454, 116.734927 40.193126)"
"CSG-E01491","CSG-E01492","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.734927 40.193126, 116.735196 40.1903539, 116.732838 40.191836)"
"CSG-E01492","CSG-E01493","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.732838 40.191836, 116.7319634 40.1945556, 116.730125 40.192369)"
"CSG-E01493","CSG-E01494","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.730125 40.192369, 116.7312757 40.1898884, 116.728665 40.190702)"
"CSG-E01494","CSG-E01495","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.728665 40.190702, 116.7269877 40.1931219, 116.725558 40.190548)"
"ASG-077","CSG-E01481","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","76%","LINESTRING(116.745602 40.194623, 116.7480063 40.1877058, 116.745411 40.180858)"
"ASG-077","CSG-E01495","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","83%","LINESTRING(116.745602 40.194623, 116.7348465 40.1961934, 116.725558 40.190548)"
"CSG-E01496","CSG-E01497","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","90%","LINESTRING(115.800129 39.873976, 115.7982389 39.8713201, 115.795958 39.873649)"
"CSG-E01497","CSG-E01498","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(115.795958 39.873649, 115.7934388 39.8757138, 115.791856 39.872867)"
"CSG-E01498","CSG-E01499","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(115.791856 39.872867, 115.7913024 39.8697304, 115.78838 39.870997)"
"CSG-E01499","CSG-E01500","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(115.78838 39.870997, 115.7853489 39.8718682, 115.785285 39.868715)"
"CSG-E01500","CSG-E01501","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(115.785285 39.868715, 115.7882341 39.8675311, 115.786383 39.864948)"
"CSG-E01501","CSG-E01502","CSG-Ring","Down","10G","Fiber","Ring","Access","49%","LINESTRING(115.786383 39.864948, 115.7831336 39.8658054, 115.782628 39.862483)"
"CSG-E01502","CSG-E01503","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(115.782628 39.862483, 115.7856846 39.8622319, 115.784442 39.859428)"
"CSG-E01503","CSG-E01504","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(115.784442 39.859428, 115.7833038 39.8566933, 115.786263 39.856824)"
"CSG-E01504","CSG-E01505","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(115.786263 39.856824, 115.7892089 39.8567681, 115.787863 39.854147)"
"CSG-E01505","CSG-E01506","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(115.787863 39.854147, 115.7886584 39.8511435, 115.791294 39.852789)"
"ASG-064","CSG-E01496","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","84%","LINESTRING(115.795532 39.880156, 115.7998364 39.8785581, 115.800129 39.873976)"
"ASG-032","CSG-E01506","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","91%","LINESTRING(115.813873 39.833767, 115.8060075 39.8473422, 115.791294 39.852789)"
"CSG-E01507","CSG-E01508","CSG-Ring","Up","10G","Fiber","Ring","Access","22%","LINESTRING(115.926752 39.82727, 115.9303934 39.8293633, 115.933457 39.82649)"
"CSG-E01508","CSG-E01509","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(115.933457 39.82649, 115.9369668 39.8242238, 115.940136 39.826946)"
"CSG-E01509","CSG-E01510","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(115.940136 39.826946, 115.9413481 39.8306835, 115.945248 39.830205)"
"CSG-E01510","CSG-E01511","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(115.945248 39.830205, 115.9495387 39.8287757, 115.952524 39.832173)"
"CSG-E01511","CSG-E01512","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(115.952524 39.832173, 115.9497176 39.8348618, 115.951882 39.83809)"
"CSG-E01512","CSG-E01513","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(115.951882 39.83809, 115.9556433 39.8392141, 115.95525 39.84312)"
"CSG-E01513","CSG-E01514","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(115.95525 39.84312, 115.9519496 39.8450116, 115.953374 39.848539)"
"ASG-081","CSG-E01507","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","71%","LINESTRING(115.90416 39.827925, 115.9153381 39.8235309, 115.926752 39.82727)"
"ASG-088","CSG-E01514","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","78%","LINESTRING(115.913904 39.885806, 115.9403471 39.8742771, 115.953374 39.848539)"
"CSG-E01515","CSG-E01516","CSG-Ring","Up","10G","Fiber","Ring","Access","85%","LINESTRING(115.928421 40.372769, 115.9309036 40.3708636, 115.932049 40.373776)"
"CSG-E01516","CSG-E01517","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","92%","LINESTRING(115.932049 40.373776, 115.9325358 40.3768505, 115.935337 40.375493)"
"CSG-E01517","CSG-E01518","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(115.935337 40.375493, 115.9375479 40.3776601, 115.934811 40.379107)"
"CSG-E01518","CSG-E01519","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(115.934811 40.379107, 115.9351641 40.3822298, 115.938081 40.38106)"
"CSG-E01519","CSG-E01520","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(115.938081 40.38106, 115.9407296 40.3822094, 115.938411 40.38393)"
"CSG-E01520","CSG-E01521","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(115.938411 40.38393, 115.9354605 40.3840228, 115.936826 40.38664)"
"CSG-E01521","CSG-E01522","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(115.936826 40.38664, 115.9398719 40.3870145, 115.938521 40.38977)"
"CSG-E01522","CSG-E01523","CSG-Ring","Down","10G","Fiber","Ring","Access","58%","LINESTRING(115.938521 40.38977, 115.9355343 40.3883208, 115.934499 40.391475)"
"CSG-E01523","CSG-E01524","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(115.934499 40.391475, 115.9361574 40.3938203, 115.933293 40.394034)"
"CSG-E01524","CSG-E01525","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(115.933293 40.394034, 115.9309974 40.3917646, 115.929232 40.394467)"
"CSG-E01525","CSG-E01526","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(115.929232 40.394467, 115.929596 40.397319, 115.92696 40.396171)"
"CSG-E01526","CSG-E01527","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(115.92696 40.396171, 115.9238133 40.3964977, 115.924913 40.399464)"
"CSG-E01527","CSG-E01528","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","93%","LINESTRING(115.924913 40.399464, 115.9221749 40.4012194, 115.920946 40.398208)"
